active_day_ratio,active_days,active_days_last_7_days,avg_session_minutes,avg_time_per_question,evening_session_ratio,max_streak,pattern_label,persona,questions_per_session,recent_active_day_ratio,session_growth_ratio,sessions_last_7_days,sessions_previous_7_days,study_minutes_last_7_days,study_minutes_previous_7_days,synthetic_student_index,total_questions,total_sessions,total_study_minutes,user_id,weekend_session_ratio
0.6538,17,1,12.71,152.42,0.0769,2,Weekend Learner,Weekend Learner,4.23,0.3333,2.0,3,1,64.53,5.18,168,110,26,330.57,14930,0.9615
0.8036,45,2,10.16,87.66,1.0,5,Consistent Climber,Consistent Climber,5.55,0.6667,2.0,3,1,57.23,5.8,169,311,56,568.85,14931,0.0
0.8235,28,0,11.27,98.85,1.0,4,Deep Focus Learner,Deep Focus Learner,5.71,0,-1.0,0,1,0.0,37.57,170,194,34,383.02,14932,0.2647
0.7885,41,2,14.99,151.89,0.7115,4,Flexible Learner,Flexible Learner,5.19,1.0,-0.5,2,4,24.72,51.28,171,270,52,779.7,14933,0.2885
0.7429,26,0,11.55,127.79,1.0,4,Deep Focus Learner,Deep Focus Learner,4.6,0,-1.0,0,3,0.0,26.32,172,161,35,404.38,14934,0.3429
0.95,19,1,8.36,90.04,1.0,2,Deep Focus Learner,Deep Focus Learner,4.25,1.0,-0.5,1,2,13.15,20.0,173,85,20,167.2,14935,0.3
1.0,30,1,11.18,101.9,0.7667,7,Flexible Learner,Flexible Learner,5.47,1.0,1,1,0,7.17,0.0,174,164,30,335.35,14936,0.3
0.8158,31,2,12.88,146.85,0.7105,6,Flexible Learner,Flexible Learner,4.53,0.5,-0.4286,4,7,77.08,36.87,175,172,38,489.27,14937,0.2895
0.4894,23,2,10.31,92.18,0.1702,3,Weekend Learner,Weekend Learner,5.43,0.5,1.0,4,2,34.32,22.93,176,255,47,484.5,14938,0.9149
0.4565,21,1,13.76,140.31,0.2391,2,Weekend Learner,Weekend Learner,5.07,1.0,1,1,0,7.4,0.0,177,233,46,632.78,14939,0.9783
0.5122,21,2,14.33,137.13,0.1463,2,Weekend Learner,Weekend Learner,5.39,0.6667,2.0,3,1,49.67,7.97,178,221,41,587.37,14940,1.0
0.8158,31,4,11.06,103.92,0.7368,3,Flexible Learner,Flexible Learner,5.29,1.0,0.3333,4,3,35.67,30.17,179,201,38,420.1,14941,0.2895
0.7143,25,3,10.48,95.65,0.1429,2,Weekend Learner,Weekend Learner,5.26,0.6,1.5,5,2,49.3,20.37,180,184,35,366.65,14942,0.8857
0.6575,48,1,12.93,115.21,1.0,5,High Achiever,High Achiever,5.67,1.0,-0.8333,1,6,41.83,67.38,181,414,73,944.18,14943,0.2603
0.8108,30,1,17.21,183.02,1.0,2,Deep Focus Learner,Deep Focus Learner,5.03,1.0,-0.6667,1,3,11.67,91.55,182,186,37,636.82,14944,0.2432
0.5238,22,2,11.55,98.59,0.1429,2,Weekend Learner,Weekend Learner,5.88,0.6667,0.0,3,3,78.85,21.67,183,247,42,485.2,14945,0.9524
0.6184,47,4,16.65,170.68,1.0,5,Consistent Climber,Consistent Climber,5.18,0.6667,0.0,6,6,197.23,97.3,184,394,76,1265.57,14946,0.0
0.7193,41,3,16.52,177.32,1.0,5,Consistent Climber,Consistent Climber,4.96,0.75,3.0,4,1,25.58,11.42,185,283,57,941.65,14947,0.0
0.8846,23,1,13.83,141.89,1.0,2,Deep Focus Learner,Deep Focus Learner,5.0,1.0,-0.5,1,2,3.87,52.98,186,130,26,359.55,14948,0.1154
0.9355,29,2,14.46,148.18,1.0,3,Deep Focus Learner,Deep Focus Learner,5.16,1.0,0.0,2,2,32.12,20.13,187,160,31,448.32,14949,0.2903
0.7321,41,5,11.56,104.92,1.0,5,Consistent Climber,Consistent Climber,5.62,0.5556,0.5,9,6,102.75,56.1,188,315,56,647.1,14950,0.0
0.8611,31,1,18.1,159.01,0.7778,4,Flexible Learner,Flexible Learner,6.14,0.3333,0.5,3,2,54.05,21.15,189,221,36,651.57,14951,0.1667
0.6548,55,5,13.3,142.57,1.0,6,High Achiever,High Achiever,4.81,0.7143,2.5,7,2,150.28,31.97,190,404,84,1117.45,14952,0.131
0.8462,33,2,9.9,89.7,0.8718,3,Flexible Learner,Flexible Learner,5.33,1.0,-0.5,2,4,16.87,31.75,191,208,39,386.13,14953,0.3846
0.8,40,4,14.92,163.95,0.82,6,Flexible Learner,Flexible Learner,4.82,0.6667,1.0,6,3,98.77,72.2,192,241,50,745.95,14954,0.28
0.5753,42,4,10.32,91.77,1.0,4,Consistent Climber,Consistent Climber,5.55,0.5714,0.4,7,5,66.72,48.03,193,405,73,753.7,14955,0.0
0.8571,36,1,9.8,93.82,0.5714,4,Flexible Learner,Flexible Learner,5.02,1.0,-0.5,1,2,7.68,11.65,194,211,42,411.72,14956,0.2619
0.7,21,0,15.31,147.39,0.1667,3,Weekend Learner,Weekend Learner,5.47,0,-1.0,0,2,0.0,19.1,195,164,30,459.22,14957,0.9333
1.0,20,0,11.58,111.96,0.6,2,Fresh Starter,Fresh Starter,5.2,0,-1.0,0,2,0.0,37.8,196,104,20,231.68,14958,0.35
0.766,36,2,10.81,116.51,1.0,4,Consistent Climber,Consistent Climber,4.62,1.0,1.0,2,1,17.92,10.13,197,217,47,508.1,14959,0.0
0.8837,38,1,9.89,112.25,0.7442,4,Flexible Learner,Flexible Learner,4.28,1.0,-0.75,1,4,5.88,37.28,198,184,43,425.17,14960,0.2791
0.7742,24,2,9.68,87.74,1.0,3,Deep Focus Learner,Deep Focus Learner,5.39,0.5,3.0,4,1,33.25,8.35,199,167,31,300.22,14961,0.3871
1.0,20,1,11.11,111.05,0.65,3,Fresh Starter,Fresh Starter,5.15,1.0,0.0,1,1,10.22,9.82,200,103,20,222.18,14962,0.3
0.6923,18,1,14.07,153.94,0.1923,3,Weekend Learner,Weekend Learner,4.88,0.3333,0.5,3,2,21.67,26.55,201,127,26,365.87,14963,0.9615
0.7879,26,2,15.23,152.85,1.0,6,Deep Focus Learner,Deep Focus Learner,5.27,1.0,0.0,2,2,13.6,19.75,202,174,33,502.43,14964,0.3333
0.8056,29,4,15.48,147.72,1.0,2,Deep Focus Learner,Deep Focus Learner,5.56,1.0,1.0,4,2,53.75,67.57,203,200,36,557.33,14965,0.3056
1.0,14,1,12.88,134.51,0.7857,2,Fresh Starter,Fresh Starter,4.86,1.0,-0.6667,1,3,12.63,29.57,204,68,14,180.28,14966,0.4286
1.0,12,1,11.47,141.28,0.4167,2,Fresh Starter,Fresh Starter,4.17,1.0,1,1,0,7.95,0.0,205,50,12,137.63,14967,0.6667
0.5135,19,2,12.3,108.63,0.2162,2,Weekend Learner,Weekend Learner,5.73,0.4,1.5,5,2,52.92,12.32,206,212,37,455.2,14968,0.973
0.8205,32,2,12.29,113.12,0.7692,3,Flexible Learner,Flexible Learner,5.51,0.6667,2.0,3,1,50.82,35.45,207,215,39,479.18,14969,0.2821
0.8636,19,1,14.95,145.0,1.0,2,Deep Focus Learner,Deep Focus Learner,5.41,1.0,1,1,0,11.83,0.0,208,119,22,328.98,14970,0.2727
0.8571,30,4,11.01,118.16,1.0,3,Deep Focus Learner,Deep Focus Learner,4.46,0.8,0.0,5,5,45.75,36.75,209,156,35,385.23,14971,0.3143
0.5897,23,2,10.92,96.96,0.2051,2,Weekend Learner,Weekend Learner,5.56,0.5,3.0,4,1,32.95,5.53,210,217,39,425.87,14972,1.0
0.7447,35,4,9.29,84.09,1.0,5,Consistent Climber,Consistent Climber,5.26,0.8,1.5,5,2,45.1,16.67,211,247,47,436.8,14973,0.0
0.9,27,2,13.78,144.81,0.7333,4,Flexible Learner,Flexible Learner,4.9,0.6667,0.0,3,3,57.82,12.97,212,147,30,413.27,14974,0.3667
0.5897,23,2,10.77,115.45,0.1795,2,Weekend Learner,Weekend Learner,4.67,1.0,1.0,2,1,13.87,7.53,213,182,39,419.98,14975,0.9744
0.7234,34,3,13.77,129.1,1.0,4,Consistent Climber,Consistent Climber,5.51,0.75,0.0,4,4,79.57,42.95,214,259,47,647.42,14976,0.0
0.6,42,3,16.84,161.29,1.0,4,Consistent Climber,Consistent Climber,5.53,0.6,-0.1667,5,6,151.7,132.33,215,387,70,1178.48,14977,0.0
0.6531,32,1,8.88,83.69,1.0,3,Consistent Climber,Consistent Climber,5.0,1.0,-0.8,1,5,11.18,48.68,216,245,49,435.33,14978,0.0
0.6406,41,2,10.07,91.08,1.0,5,Consistent Climber,Consistent Climber,5.41,0.5,-0.4286,4,7,76.52,62.07,217,346,64,644.77,14979,0.0
0.7838,29,1,10.5,109.43,1.0,2,Deep Focus Learner,Deep Focus Learner,4.76,1.0,-0.5,1,2,10.3,24.45,218,176,37,388.33,14980,0.3243
1.0,19,3,8.78,83.66,0.6316,2,Fresh Starter,Fresh Starter,5.26,1.0,0.0,3,3,28.57,35.75,219,100,19,166.82,14981,0.1579
0.6765,23,1,12.65,108.56,0.2059,2,Weekend Learner,Weekend Learner,6.03,1.0,-0.5,1,2,53.3,17.77,220,205,34,430.13,14982,1.0
1.0,14,0,10.41,102.24,0.5,2,Fresh Starter,Fresh Starter,5.14,0,-1.0,0,3,0.0,21.8,221,72,14,145.78,14983,0.2143
0.6167,37,4,12.46,119.77,1.0,3,High Achiever,High Achiever,5.32,0.4,1.0,10,5,164.1,131.75,222,319,60,747.8,14984,0.1667
0.4792,23,2,10.65,97.54,0.1667,2,Weekend Learner,Weekend Learner,5.35,0.6667,0.5,3,2,30.23,12.57,223,257,48,511.3,14985,0.9375
0.9333,28,0,14.16,133.19,1.0,4,Deep Focus Learner,Deep Focus Learner,5.57,0,-1.0,0,2,0.0,20.33,224,167,30,424.68,14986,0.3
0.7826,36,2,12.4,123.78,0.6739,3,Flexible Learner,Flexible Learner,5.13,0.6667,0.0,3,3,28.5,24.22,225,236,46,570.62,14987,0.3261
0.8,28,1,8.98,86.45,1.0,4,Deep Focus Learner,Deep Focus Learner,4.94,1.0,-0.8,1,5,10.02,61.72,226,173,35,314.4,14988,0.4
0.7273,16,1,10.91,91.39,0.2273,2,Weekend Learner,Weekend Learner,5.77,1.0,-0.5,1,2,7.62,20.97,227,127,22,240.05,14989,1.0
1.0,23,0,8.97,104.0,0.5652,3,Fresh Starter,Fresh Starter,4.13,0,-1.0,0,2,0.0,15.55,228,95,23,206.33,14990,0.3043
0.7692,40,2,15.45,143.9,0.6538,4,Flexible Learner,Flexible Learner,5.67,1.0,1.0,2,1,12.78,11.55,229,295,52,803.28,14991,0.2692
0.5526,21,1,11.56,133.73,0.1842,2,Weekend Learner,Weekend Learner,4.26,0.3333,-0.5,3,6,25.57,53.48,230,162,38,439.15,14992,0.9474
0.9231,24,2,17.14,171.18,1.0,5,Deep Focus Learner,Deep Focus Learner,5.38,1.0,2,2,0,18.7,0.0,231,140,26,445.68,14993,0.2308
0.5581,24,1,11.89,108.76,0.093,2,Weekend Learner,Weekend Learner,5.58,0.5,-0.3333,2,3,14.52,26.57,232,240,43,511.08,14994,0.9767
0.8298,39,3,13.76,123.46,1.0,4,Consistent Climber,Consistent Climber,5.81,0.6,1.5,5,2,75.7,79.85,233,273,47,646.65,14995,0.0
0.6429,54,3,15.14,165.82,1.0,5,High Achiever,High Achiever,4.77,0.75,-0.3333,4,6,40.82,101.88,234,401,84,1271.58,14996,0.0833
0.875,28,2,12.5,127.81,0.7188,3,Flexible Learner,Flexible Learner,5.06,1.0,2,2,0,45.68,0.0,235,162,32,400.03,14997,0.3438
0.6406,41,4,15.96,157.15,1.0,5,Consistent Climber,Consistent Climber,5.42,1.0,3.0,4,1,29.75,17.62,236,347,64,1021.37,14998,0.0
0.5682,25,2,13.18,156.36,0.2273,2,Weekend Learner,Weekend Learner,4.32,0.6667,0.0,3,3,23.55,36.13,237,190,44,579.85,14999,0.9773
0.8889,16,2,14.69,138.06,1.0,5,Deep Focus Learner,Deep Focus Learner,5.5,0.6667,2.0,3,1,28.0,9.67,238,99,18,264.37,15000,0.3333
0.6364,21,2,12.04,116.86,0.2121,2,Weekend Learner,Weekend Learner,5.27,1.0,-0.6,2,5,14.98,103.98,239,174,33,397.48,15001,1.0
0.7632,29,0,13.6,119.34,0.7105,2,Flexible Learner,Flexible Learner,5.84,0,0,0,0,0.0,0.0,240,222,38,516.62,15002,0.3421
0.75,33,1,15.0,135.07,0.8182,6,Flexible Learner,Flexible Learner,5.89,1.0,-0.8571,1,7,7.63,120.35,241,259,44,659.87,15003,0.3182
1.0,13,2,17.19,173.9,0.8462,5,Fresh Starter,Fresh Starter,5.38,1.0,-0.5,2,4,41.37,33.42,242,70,13,223.43,15004,0.3077
1.0,9,0,9.25,105.61,0.6667,2,Fresh Starter,Fresh Starter,4.22,0,0,0,0,0.0,0.0,243,38,9,83.27,15005,0.2222
0.8684,33,2,11.47,106.21,1.0,3,Deep Focus Learner,Deep Focus Learner,5.39,0.6667,-0.4,3,5,54.33,55.15,244,205,38,436.02,15006,0.2105
0.641,50,4,11.03,114.98,1.0,5,Consistent Climber,Consistent Climber,4.82,0.6667,-0.25,6,8,72.07,85.52,245,376,78,860.55,15007,0.0
0.8095,34,0,21.06,203.47,0.7143,4,Flexible Learner,Flexible Learner,5.64,0,-1.0,0,4,0.0,35.87,246,237,42,884.7,15008,0.3095
0.5806,36,4,11.68,114.59,1.0,5,Consistent Climber,Consistent Climber,5.11,0.8,0.0,5,5,65.85,43.52,247,317,62,724.03,15009,0.0
0.8158,31,3,11.65,108.7,0.6053,7,Flexible Learner,Flexible Learner,5.26,1.0,-0.7273,3,11,27.83,113.37,248,200,38,442.78,15010,0.2895
0.6522,15,0,12.2,107.68,0.0435,2,Weekend Learner,Weekend Learner,5.78,0,-1.0,0,1,0.0,11.75,249,133,23,280.65,15011,1.0
1.0,24,2,9.36,86.82,0.75,2,Fresh Starter,Fresh Starter,5.12,1.0,1.0,2,1,18.22,9.8,250,123,24,224.6,15012,0.125
0.5696,45,3,11.6,98.18,1.0,5,Consistent Climber,Consistent Climber,5.87,0.6,0.0,5,5,43.08,50.43,251,464,79,916.13,15013,0.0
0.8947,34,2,12.71,115.68,0.8684,3,Flexible Learner,Flexible Learner,5.58,0.6667,0.0,3,3,39.03,31.02,252,212,38,483.05,15014,0.3158
0.875,28,0,13.09,119.34,1.0,3,Deep Focus Learner,Deep Focus Learner,5.69,0,-1.0,0,3,0.0,28.7,253,182,32,418.98,15015,0.4062
0.8431,43,2,15.7,148.5,1.0,4,High Achiever,High Achiever,5.57,0.6667,-0.25,3,4,88.63,77.72,254,284,51,800.93,15016,0.1569
0.84,21,2,14.85,145.89,1.0,3,Deep Focus Learner,Deep Focus Learner,5.32,1.0,-0.6667,2,6,31.98,105.33,255,133,25,371.15,15017,0.48
0.5152,17,0,16.8,148.63,0.2121,2,Weekend Learner,Weekend Learner,5.94,0,-1.0,0,1,0.0,9.78,256,196,33,554.28,15018,0.9697
0.6757,50,3,11.86,118.92,1.0,4,High Achiever,High Achiever,5.01,0.75,1.0,4,2,33.55,23.6,257,371,74,877.67,15019,0.1892
0.7234,34,1,9.91,85.67,1.0,4,Consistent Climber,Consistent Climber,5.64,1.0,0.0,1,1,6.83,11.65,258,265,47,465.9,15020,0.0
0.72,36,4,11.44,102.35,1.0,5,High Achiever,High Achiever,5.6,0.8,-0.2857,5,7,38.22,68.07,259,280,50,572.1,15021,0.16
0.814,35,1,11.77,108.93,0.814,5,Flexible Learner,Flexible Learner,5.33,1.0,-0.75,1,4,6.55,52.6,260,229,43,505.93,15022,0.3953
0.5833,21,2,9.9,96.8,0.0833,3,Weekend Learner,Weekend Learner,4.86,0.5,0.3333,4,3,37.27,24.17,261,175,36,356.43,15023,0.9444
0.8667,39,3,12.7,132.2,0.7556,3,Flexible Learner,Flexible Learner,4.96,1.0,0.0,3,3,41.33,38.67,262,223,45,571.72,15024,0.2444
0.6667,22,1,10.07,86.38,0.2424,2,Weekend Learner,Weekend Learner,5.7,0.5,0.0,2,2,35.8,18.32,263,188,33,332.25,15025,0.9091
1.0,9,0,16.52,188.38,0.6667,1,Fresh Starter,Fresh Starter,4.67,0,0,0,0,0.0,0.0,264,42,9,148.72,15026,0.0
0.64,48,5,12.53,107.11,1.0,5,Consistent Climber,Consistent Climber,6.0,0.5,1.5,10,4,132.32,92.4,265,450,75,939.75,15027,0.0
0.8947,17,1,11.13,110.15,1.0,2,Deep Focus Learner,Deep Focus Learner,5.05,1.0,0.0,1,1,9.48,8.32,266,96,19,211.4,15028,0.2632
0.8235,28,1,10.92,98.04,0.6765,5,Flexible Learner,Flexible Learner,5.59,1.0,0.0,1,1,9.83,24.05,267,190,34,371.42,15029,0.2647
0.7812,25,3,11.56,120.72,0.7188,3,Flexible Learner,Flexible Learner,4.84,0.6,0.6667,5,3,40.72,23.45,268,155,32,369.78,15030,0.3125
0.8485,28,2,11.71,114.99,1.0,4,Deep Focus Learner,Deep Focus Learner,5.15,0.6667,0.5,3,2,52.12,19.6,269,170,33,386.58,15031,0.2727
0.6667,20,1,9.96,95.43,0.1667,2,Weekend Learner,Weekend Learner,5.17,1.0,-0.5,1,2,10.68,18.03,270,155,30,298.8,15032,0.9667
1.0,10,1,10.12,81.33,0.6,2,Fresh Starter,Fresh Starter,6.1,1.0,0.0,1,1,6.28,7.45,271,61,10,101.22,15033,0.5
0.5949,47,4,19.59,190.9,1.0,5,Consistent Climber,Consistent Climber,5.56,0.5,0.0,8,8,103.95,144.42,272,439,79,1547.73,15034,0.0
1.0,11,3,19.67,184.3,0.6364,2,Fresh Starter,Fresh Starter,5.73,1.0,3,3,0,55.85,0.0,273,63,11,216.33,15035,0.1818
0.625,45,3,14.94,158.89,1.0,5,Consistent Climber,Consistent Climber,4.99,0.5,0.5,6,4,54.12,54.68,274,359,72,1075.85,15036,0.0
0.6486,24,3,18.38,178.16,0.1351,2,Weekend Learner,Weekend Learner,5.49,1.0,0.5,3,2,64.62,13.88,275,203,37,679.93,15037,0.9459
0.7907,34,3,14.34,158.6,0.814,3,Flexible Learner,Flexible Learner,4.77,0.75,1.0,4,2,41.4,38.25,276,205,43,616.83,15038,0.3953
0.6212,41,3,10.2,86.96,1.0,4,Consistent Climber,Consistent Climber,5.76,0.6,-0.1667,5,6,35.72,89.68,277,380,66,673.47,15039,0.0
0.8378,31,1,11.66,98.89,0.6757,3,Flexible Learner,Flexible Learner,6.03,1.0,-0.6667,1,3,12.8,48.25,278,223,37,431.52,15040,0.1622
0.75,42,1,14.06,140.8,1.0,5,High Achiever,High Achiever,5.2,1.0,-0.8,1,5,7.45,92.95,279,291,56,787.48,15041,0.1429
0.6053,46,4,13.46,129.19,1.0,5,Consistent Climber,Consistent Climber,5.42,0.6667,0.5,6,4,81.92,48.9,280,412,76,1022.78,15042,0.0
0.766,36,2,15.28,169.78,0.7447,5,Flexible Learner,Flexible Learner,4.72,0.5,0.3333,4,3,37.6,51.42,281,222,47,718.22,15043,0.3404
0.6706,57,3,11.38,99.53,1.0,6,High Achiever,High Achiever,5.75,0.6,-0.4444,5,9,45.72,82.5,282,489,85,967.47,15044,0.2
0.75,45,3,13.5,131.32,1.0,5,Consistent Climber,Consistent Climber,5.33,0.75,-0.2,4,5,53.07,139.92,283,320,60,809.83,15045,0.0
0.662,47,3,10.1,93.63,1.0,4,Consistent Climber,Consistent Climber,5.21,0.375,0.1429,8,7,63.67,81.88,284,370,71,716.93,15046,0.0
0.7667,23,1,15.82,152.9,0.1333,2,Weekend Learner,Weekend Learner,5.57,1.0,-0.6667,1,3,4.27,32.78,285,167,30,474.58,15047,0.9667
1.0,10,2,14.58,132.77,0.5,1,Fresh Starter,Fresh Starter,5.6,1.0,2,2,0,12.77,0.0,286,56,10,145.77,15048,0.2
0.8889,16,3,8.11,69.65,1.0,2,Deep Focus Learner,Deep Focus Learner,5.17,0.6,1.5,5,2,48.83,14.95,287,93,18,145.98,15049,0.5556
1.0,14,0,12.36,109.31,0.5,2,Fresh Starter,Fresh Starter,5.71,0,0,0,0,0.0,0.0,288,80,14,173.08,15050,0.2143
0.6571,23,2,10.05,80.34,0.1714,2,Weekend Learner,Weekend Learner,6.17,0.6667,0.0,3,3,39.6,33.88,289,216,35,351.68,15051,1.0
0.8333,25,1,13.37,126.92,0.8333,4,Flexible Learner,Flexible Learner,5.47,1.0,-0.5,1,2,4.72,17.8,290,164,30,401.12,15052,0.2667
0.9118,31,1,10.09,91.3,0.6765,3,Flexible Learner,Flexible Learner,5.47,0.5,1.0,2,1,16.13,9.73,291,186,34,343.03,15053,0.3235
0.7021,33,2,14.15,124.62,1.0,4,Consistent Climber,Consistent Climber,5.87,0.5,0.0,4,4,71.98,41.28,292,276,47,664.87,15054,0.0
0.8929,25,0,12.48,141.76,0.9286,3,Flexible Learner,Flexible Learner,4.43,0,-1.0,0,2,0.0,12.9,293,124,28,349.43,15055,0.4286
0.9091,30,1,12.51,118.29,0.6364,4,Flexible Learner,Flexible Learner,5.36,1.0,-0.5,1,2,9.6,11.05,294,177,33,412.68,15056,0.2121
0.7708,37,3,19.9,184.73,0.7917,4,Flexible Learner,Flexible Learner,5.83,0.75,0.3333,4,3,135.87,34.12,295,280,48,955.3,15057,0.2083
0.5844,45,4,15.13,171.71,1.0,4,Consistent Climber,Consistent Climber,4.68,0.6667,-0.4545,6,11,138.88,170.77,296,360,77,1165.33,15058,0.0
0.6203,49,2,13.01,137.38,1.0,6,High Achiever,High Achiever,4.87,0.5,-0.3333,4,6,58.68,59.92,297,385,79,1028.05,15059,0.1519
0.88,22,3,19.26,187.96,1.0,5,Deep Focus Learner,Deep Focus Learner,5.52,1.0,0.5,3,2,59.27,13.93,298,138,25,481.62,15060,0.24
0.5349,23,1,15.25,159.59,0.186,2,Weekend Learner,Weekend Learner,4.98,0.3333,0.0,3,3,50.68,23.58,299,214,43,655.87,15061,0.9767
0.5,24,2,14.55,136.71,0.1667,3,Weekend Learner,Weekend Learner,5.52,0.6667,-0.5,3,6,23.25,150.83,300,265,48,698.48,15062,0.9583
1.0,12,0,10.15,98.83,0.6667,1,Fresh Starter,Fresh Starter,4.92,0,-1.0,0,2,0.0,19.23,301,59,12,121.78,15063,0.25
0.8511,40,4,13.25,144.19,0.766,3,Flexible Learner,Flexible Learner,4.72,0.6667,5.0,6,1,71.98,12.43,302,222,47,622.63,15064,0.2979
0.8667,26,1,11.11,105.45,1.0,3,Deep Focus Learner,Deep Focus Learner,5.3,1.0,-0.5,1,2,5.28,53.18,303,159,30,333.18,15065,0.2667
0.9189,34,2,8.38,79.8,0.7838,5,Flexible Learner,Flexible Learner,4.89,1.0,2,2,0,14.12,0.0,304,181,37,310.18,15066,0.2973
0.8947,17,3,13.46,132.25,1.0,2,Deep Focus Learner,Deep Focus Learner,5.42,1.0,3,3,0,57.58,0.0,305,103,19,255.73,15067,0.1579
0.5909,26,2,15.52,168.05,0.2955,3,Weekend Learner,Weekend Learner,4.86,0.6667,-0.4,3,5,64.42,126.17,306,214,44,682.8,15068,0.9318
0.6567,44,4,17.4,175.67,1.0,4,Consistent Climber,Consistent Climber,5.28,0.8,0.6667,5,3,70.73,24.07,307,354,67,1165.77,15069,0.0
0.7857,22,4,14.2,124.19,0.5714,3,Flexible Learner,Flexible Learner,5.93,1.0,-0.2,4,5,81.27,114.8,308,166,28,397.47,15070,0.3929
0.9259,25,2,15.6,152.7,1.0,3,Deep Focus Learner,Deep Focus Learner,5.48,1.0,-0.3333,2,3,28.0,28.43,309,148,27,421.13,15071,0.3333
0.6667,46,3,11.71,119.86,1.0,5,Consistent Climber,Consistent Climber,4.88,0.75,-0.3333,4,6,35.25,70.72,310,337,69,807.97,15072,0.0
0.5806,18,2,10.75,102.58,0.2581,2,Weekend Learner,Weekend Learner,5.23,0.6667,0.5,3,2,26.68,23.75,311,162,31,333.32,15073,1.0
0.4828,14,1,14.19,151.99,0.069,2,Weekend Learner,Weekend Learner,4.86,0.5,-0.3333,2,3,37.63,42.38,312,141,29,411.37,15074,1.0
0.6506,54,5,12.8,124.81,1.0,6,High Achiever,High Achiever,5.22,0.7143,0.1667,7,6,59.57,105.32,313,433,83,1062.42,15075,0.1446
0.8065,25,0,10.69,99.94,1.0,2,Deep Focus Learner,Deep Focus Learner,5.16,0,-1.0,0,2,0.0,34.27,314,160,31,331.27,15076,0.3226
0.6857,48,1,12.91,139.66,1.0,6,High Achiever,High Achiever,4.73,1.0,-0.875,1,8,9.4,92.92,315,331,70,903.43,15077,0.1286
0.6375,51,5,16.86,171.1,1.0,6,High Achiever,High Achiever,5.26,0.625,0.0,8,8,271.88,85.37,316,421,80,1348.82,15078,0.075
0.95,19,2,12.0,110.81,1.0,2,Deep Focus Learner,Deep Focus Learner,5.6,1.0,-0.5,2,4,61.48,28.13,317,112,20,240.0,15079,0.3
0.8966,26,3,10.04,90.59,0.6897,3,Flexible Learner,Flexible Learner,5.41,1.0,-0.5,3,6,28.68,48.65,318,157,29,291.23,15080,0.3448
0.5676,21,1,13.79,125.07,0.1892,2,Weekend Learner,Weekend Learner,5.7,0.5,-0.3333,2,3,19.48,26.85,319,211,37,510.22,15081,0.973
0.6618,45,1,12.88,145.1,1.0,4,Consistent Climber,Consistent Climber,4.56,1.0,-0.75,1,4,16.05,32.13,320,310,68,876.03,15082,0.0
1.0,13,2,8.57,75.86,0.6154,2,Fresh Starter,Fresh Starter,5.46,1.0,1.0,2,1,18.58,12.08,321,71,13,111.38,15083,0.2308
0.7719,44,3,13.77,129.11,1.0,4,Consistent Climber,Consistent Climber,5.51,0.75,1.0,4,2,25.82,22.93,322,314,57,784.65,15084,0.0
0.4792,23,1,11.21,103.43,0.2708,2,Weekend Learner,Weekend Learner,5.46,0.5,-0.3333,2,3,18.93,41.47,323,262,48,537.98,15085,0.9792
0.9,27,2,9.39,93.0,1.0,3,Deep Focus Learner,Deep Focus Learner,4.93,0.6667,0.0,3,3,21.13,42.48,324,148,30,281.58,15086,0.1667
0.7143,35,4,14.38,143.71,1.0,5,Consistent Climber,Consistent Climber,5.2,1.0,1.0,4,2,37.53,75.52,325,255,49,704.78,15087,0.0
0.8571,30,2,18.23,187.07,1.0,3,Deep Focus Learner,Deep Focus Learner,5.26,0.6667,0.5,3,2,21.52,20.58,326,184,35,638.18,15088,0.4286
0.7857,44,4,15.38,147.28,1.0,4,High Achiever,High Achiever,5.46,0.5714,0.75,7,4,74.92,48.83,327,306,56,861.15,15089,0.1607
0.6875,33,2,9.31,89.49,0.6458,4,Flexible Learner,Flexible Learner,4.98,1.0,1.0,2,1,54.75,6.48,328,239,48,447.0,15090,0.25
0.6349,40,0,14.52,154.96,1.0,5,Consistent Climber,Consistent Climber,4.89,0,-1.0,0,5,0.0,39.1,329,308,63,914.73,15091,0.0
0.6364,14,2,10.75,98.03,0.1364,2,Weekend Learner,Weekend Learner,5.32,0.5,4,4,0,28.38,0.0,330,117,22,236.6,15092,0.9545
0.6477,57,6,12.56,129.64,1.0,6,High Achiever,High Achiever,4.97,0.8571,0.1667,7,6,64.27,45.32,331,437,88,1104.92,15093,0.1818
1.0,18,0,20.39,184.34,0.7778,3,Fresh Starter,Fresh Starter,6.17,0,-1.0,0,1,0.0,7.62,332,111,18,366.93,15094,0.2778
0.6522,15,1,10.85,92.6,0.1739,2,Weekend Learner,Weekend Learner,5.83,1.0,-0.5,1,2,10.77,15.0,333,134,23,249.63,15095,1.0
0.6923,45,4,17.11,163.36,1.0,4,Consistent Climber,Consistent Climber,5.62,0.6667,2.0,6,2,119.95,11.55,334,365,65,1112.1,15096,0.0
0.678,40,2,10.55,99.17,1.0,5,Consistent Climber,Consistent Climber,5.31,1.0,-0.5,2,4,19.73,29.07,335,313,59,622.38,15097,0.0
0.5294,18,0,10.19,100.09,0.2941,2,Weekend Learner,Weekend Learner,5.0,0,0,0,0,0.0,0.0,336,170,34,346.4,15098,0.9706
