active_days,avg_session_minutes,avg_time_per_question,avg_topic_mastery,hard_accuracy_percent,hidden_ability,max_streak,original_profile_target_grade,original_profile_target_score,overall_accuracy,overall_accuracy_percent,paper1_accuracy,paper1_accuracy_percent,paper2_accuracy,paper2_accuracy_percent,persona,recent_accuracy,recent_accuracy_percent,score_ratio_percent,strong_topic_count,study_consistency_score,synthetic_student_index,target_grade,target_score,total_questions_attempted,total_sessions,total_study_minutes,user_id,weak_topic_count
15,8.82,82.81,42.56,33.33,0.5814,2,D,45.24,0.3919,39.19,0.4211,42.11,0.2941,29.41,Fresh Starter,0.25,25.0,42.07,1,62,131,C,54.12,74,15,132.33,14893,4
16,15.88,147.57,41.5,26.67,0.6287,2,C+,58.69,0.4239,42.39,0.4951,49.51,0.3333,33.33,Weekend Learner,0.45,45.0,55.5,0,84,132,B,61.5,184,32,508.12,14894,8
51,12.47,113.88,68.02,52.0,0.851,5,A,87.35,0.656,65.6,0.7065,70.65,0.5317,53.17,High Achiever,0.7,70.0,76.29,3,94,133,A,86.39,436,78,972.45,14895,0
30,11.42,129.94,55.98,22.58,0.6981,3,B,64.82,0.4895,48.95,0.5397,53.97,0.45,45.0,Deep Focus Learner,0.6,60.0,60.07,1,30,134,B,60.9,143,32,365.55,14896,6
48,11.77,108.8,69.81,57.03,0.8949,5,A+,91.42,0.6541,65.41,0.6519,65.19,0.6604,66.04,High Achiever,0.6,60.0,74.26,3,90,135,A,83.03,399,73,859.15,14897,0
24,15.0,157.21,47.58,28.57,0.6547,3,C+,59.4,0.4201,42.01,0.5333,53.33,0.3611,36.11,Weekend Learner,0.35,35.0,57.08,1,90,136,B+,66.75,219,44,659.97,14898,8
44,10.93,99.18,56.65,37.38,0.7315,5,A-,73.44,0.4852,48.52,0.5015,50.15,0.4058,40.58,Consistent Climber,0.7,70.0,52.75,2,78,137,B+,69.16,406,73,797.53,14899,7
8,17.12,219.21,40.11,15.0,0.5153,1,G,40.0,0.2353,23.53,0.25,25.0,0.2333,23.33,Fresh Starter,0.2,20.0,42.54,1,12,138,G,39.82,34,8,136.98,14900,3
43,9.86,91.2,33.47,25.93,0.4839,5,E,44.45,0.3287,32.87,0.3432,34.32,0.2642,26.42,Flexible Learner,0.25,25.0,33.01,1,100,139,D,49.58,289,54,532.65,14901,12
44,10.43,89.85,75.22,56.04,0.8609,5,A,86.45,0.7079,70.79,0.7264,72.64,0.5918,59.18,High Achiever,0.5,50.0,75.96,7,78,140,A,85.71,356,63,657.28,14902,1
16,19.59,178.59,47.03,7.41,0.5797,2,C,51.13,0.3566,35.66,0.5231,52.31,0.2179,21.79,Weekend Learner,0.3,30.0,47.3,1,60,141,C,53.39,143,24,470.18,14903,5
56,15.0,149.22,71.58,53.05,0.9365,5,A+,94.96,0.6573,65.73,0.6911,69.11,0.6111,61.11,High Achiever,0.7,70.0,78.31,4,98,142,A,88.77,426,81,1214.98,14904,1
14,8.24,78.42,34.36,36.36,0.4593,3,G,33.76,0.3472,34.72,0.3651,36.51,0.2222,22.22,Fresh Starter,0.2,20.0,33.93,0,33,143,G,39.07,72,14,115.33,14905,6
21,15.03,184.79,45.21,8.82,0.6424,3,B,61.25,0.3474,34.74,0.4091,40.91,0.3288,32.88,Deep Focus Learner,0.4,40.0,47.11,1,42,144,C,51.2,95,22,330.7,14906,6
35,12.25,118.12,37.2,15.71,0.5004,4,E,43.81,0.2869,28.69,0.3368,33.68,0.1311,13.11,Flexible Learner,0.05,5.0,33.09,1,82,145,C,50.12,251,48,588.03,14907,10
26,12.37,106.79,49.76,34.04,0.7358,5,B+,69.99,0.4885,48.85,0.5255,52.55,0.3514,35.14,Flexible Learner,0.35,35.0,54.41,2,78,146,B,63.35,174,30,371.03,14908,6
21,13.23,139.8,13.06,3.85,0.3229,3,G,25,0.1078,10.78,0.1525,15.25,0.0465,4.65,Fresh Starter,0.15,15.0,16.61,0,30,147,G,20,102,21,277.93,14909,12
25,14.46,132.07,48.17,32.08,0.6529,3,B+,65.19,0.4702,47.02,0.5607,56.07,0.3115,31.15,Flexible Learner,0.15,15.0,54.56,1,100,148,B+,66.73,168,30,433.95,14910,8
40,15.87,140.17,42.48,14.85,0.5832,4,C+,55.36,0.2947,29.47,0.3679,36.79,0.1651,16.51,Flexible Learner,0.25,25.0,35.24,1,42,149,E,41.49,302,51,809.47,14911,13
46,12.48,120.8,68.59,49.14,0.8115,5,A,84.27,0.6436,64.36,0.6916,69.16,0.563,56.3,High Achiever,0.85,85.0,75.02,4,98,150,A,85.62,362,70,873.58,14912,2
36,12.11,129.17,37.01,21.74,0.531,3,D,49.37,0.2947,29.47,0.3279,32.79,0.2353,23.53,Flexible Learner,0.5,50.0,35.18,1,78,151,D,45.95,190,40,484.23,14913,9
25,15.58,131.26,59.62,28.95,0.692,2,B+,66.76,0.506,50.6,0.5402,54.02,0.4691,46.91,Deep Focus Learner,0.55,55.0,64.08,2,42,152,B+,67.37,168,27,420.65,14914,4
29,9.61,85.14,44.82,20.93,0.6282,5,C+,59.34,0.36,36.0,0.3659,36.59,0.2727,27.27,Deep Focus Learner,0.45,45.0,39.6,3,54,153,D,47.08,175,32,307.57,14915,8
25,12.94,118.54,57.96,53.23,0.7441,3,A-,70.02,0.5621,56.21,0.6077,60.77,0.4103,41.03,Deep Focus Learner,0.45,45.0,62.93,2,78,154,A-,72.63,169,30,388.33,14916,5
20,11.74,124.11,22.99,3.57,0.4946,2,G,32.24,0.2165,21.65,0.2714,27.14,0.0741,7.41,Fresh Starter,0.2,20.0,28.48,0,54,155,G,32.42,97,20,234.8,14917,10
33,12.5,119.25,38.55,18.0,0.4623,3,E,41.98,0.3088,30.88,0.3361,33.61,0.2683,26.83,Flexible Learner,0.45,45.0,39.03,1,42,156,E,42.31,204,38,474.97,14918,11
34,12.29,139.48,37.63,25.0,0.6272,4,C+,59.2,0.3854,38.54,0.4483,44.83,0.339,33.9,Flexible Learner,0.4,40.0,54.32,0,54,157,C+,55.57,205,46,565.35,14919,9
15,12.37,143.88,35.15,14.29,0.4833,2,D,45.11,0.3163,31.63,0.3721,37.21,0.2727,27.27,Weekend Learner,0.35,35.0,47.79,0,34,158,D,47.15,98,22,272.17,14920,9
18,14.14,156.73,23.36,7.84,0.4726,2,E,41.29,0.2215,22.15,0.2881,28.81,0.1778,17.78,Weekend Learner,0.25,25.0,30.4,0,27,159,G,33.08,149,32,452.52,14921,12
36,11.27,98.47,23.94,15.79,0.4683,3,E,44.85,0.2289,22.89,0.2373,23.73,0.1875,18.75,Flexible Learner,0.15,15.0,27.74,0,70,160,G,35.55,284,50,563.4,14922,15
36,10.42,94.01,43.47,22.22,0.5742,5,C,52.17,0.3472,34.72,0.3466,34.66,0.35,35.0,Flexible Learner,0.55,55.0,42.19,2,54,161,D,49.2,216,39,406.33,14923,9
23,12.68,121.13,24.29,14.29,0.448,2,G,37.7,0.2381,23.81,0.2992,29.92,0.1129,11.29,Weekend Learner,0.15,15.0,27.47,0,42,162,G,30.21,189,35,443.73,14924,13
30,11.15,98.88,27.21,10.42,0.4686,4,E,41.96,0.2387,23.87,0.2626,26.26,0.1395,13.95,Flexible Learner,0.05,5.0,27.14,0,42,163,G,32.24,222,40,445.95,14925,11
29,9.74,89.98,44.89,31.43,0.6072,3,C+,55.25,0.399,39.9,0.4277,42.77,0.2647,26.47,Deep Focus Learner,0.45,45.0,39.83,0,82,164,C,54.5,193,37,360.28,14926,6
25,11.92,105.95,51.39,29.17,0.7218,2,B+,66.13,0.458,45.8,0.4794,47.94,0.3636,36.36,Weekend Learner,0.5,50.0,53.62,3,66,165,B,60.8,238,42,500.83,14927,6
23,15.75,154.2,50.87,33.33,0.7019,3,B+,65.37,0.4928,49.28,0.566,56.6,0.4175,41.75,Weekend Learner,0.5,50.0,67.75,1,90,166,A-,74.06,209,39,614.12,14928,7
40,10.73,95.59,44.55,20.31,0.5761,4,C,50.9,0.3627,36.27,0.377,37.7,0.2791,27.91,Flexible Learner,0.35,35.0,40.51,1,90,167,C+,55.48,295,53,568.82,14929,10
17,12.71,152.42,21.4,16.67,0.4427,2,G,39.24,0.2182,21.82,0.2444,24.44,0.2,20.0,Weekend Learner,0.1,10.0,32.14,0,61,168,G,33.89,110,26,330.57,14930,13
45,10.16,87.66,63.17,35.94,0.8582,5,A,84.48,0.6206,62.06,0.6203,62.03,0.6222,62.22,Consistent Climber,0.45,45.0,67.85,5,70,169,A-,74.83,311,56,568.85,14931,4
28,11.27,98.85,54.26,30.95,0.6998,4,B,61.75,0.4742,47.42,0.522,52.2,0.2571,25.71,Deep Focus Learner,0.3,30.0,48.08,1,30,170,C,54.54,194,34,383.02,14932,6
41,14.99,151.89,35.31,21.69,0.5971,4,C+,56.18,0.337,33.7,0.4091,40.91,0.2875,28.75,Flexible Learner,0.2,20.0,53.57,0,54,171,C,53.35,270,52,779.7,14933,11
26,11.55,127.79,35.77,22.22,0.6318,4,C+,58.18,0.3478,34.78,0.3558,35.58,0.3333,33.33,Deep Focus Learner,0.4,40.0,50.47,1,30,172,D,48.93,161,35,404.38,14934,11
19,8.36,90.04,51.01,33.33,0.7174,2,B+,67.52,0.4941,49.41,0.5205,52.05,0.3333,33.33,Deep Focus Learner,0.55,55.0,51.26,3,40,173,C+,55.01,85,20,167.2,14935,6
30,11.18,101.9,63.16,43.9,0.7147,7,A-,70.28,0.5732,57.32,0.5814,58.14,0.5429,54.29,Flexible Learner,0.8,80.0,63.85,2,46,174,A-,71.61,164,30,335.35,14936,3
31,12.88,146.85,37.89,22.0,0.6118,6,C+,56.78,0.3779,37.79,0.4776,47.76,0.3143,31.43,Flexible Learner,0.3,30.0,52.47,1,78,175,C+,57.91,172,38,489.27,14937,11
23,10.31,92.18,52.74,35.59,0.6641,3,C+,58.14,0.5294,52.94,0.5472,54.72,0.4419,44.19,Weekend Learner,0.8,80.0,53.23,1,78,176,B,63.86,255,47,484.5,14938,7
21,13.76,140.31,42.6,23.21,0.5731,2,C,53.96,0.3047,30.47,0.3505,35.05,0.2721,27.21,Weekend Learner,0.35,35.0,46.68,2,42,177,D,49.62,233,46,632.78,14939,9
21,14.33,137.13,50.77,25.4,0.7288,2,B+,67.21,0.4615,46.15,0.5118,51.18,0.3936,39.36,Weekend Learner,0.55,55.0,59.69,1,66,178,B,62.77,221,41,587.37,14940,8
31,11.06,103.92,51.02,27.27,0.6008,3,C+,59.11,0.4726,47.26,0.5183,51.83,0.2703,27.03,Flexible Learner,0.55,55.0,53.35,2,78,179,B,62.58,201,38,420.1,14941,6
25,10.48,95.65,29.44,2.86,0.4488,2,E,42.17,0.2337,23.37,0.2468,24.68,0.1667,16.67,Weekend Learner,0.15,15.0,28.73,1,90,180,E,42.2,184,35,366.65,14942,13
48,12.93,115.21,64.35,37.06,0.7827,5,A,82.73,0.5942,59.42,0.6389,63.89,0.4333,43.33,High Achiever,0.45,45.0,64.93,7,46,181,A-,71.27,414,73,944.18,14943,4
30,17.21,183.02,55.88,34.02,0.7719,2,A-,76.44,0.5215,52.15,0.6154,61.54,0.4537,45.37,Deep Focus Learner,0.25,25.0,69.29,1,42,182,B+,69.45,186,37,636.82,14944,4
22,11.55,98.59,30.62,10.64,0.4503,2,E,41.89,0.3036,30.36,0.3119,31.19,0.2667,26.67,Weekend Learner,0.25,25.0,32.8,0,66,183,E,42.0,247,42,485.2,14945,10
47,16.65,170.68,35.61,32.09,0.6089,5,C+,59.39,0.3452,34.52,0.3902,39.02,0.3247,32.47,Consistent Climber,0.2,20.0,52.4,0,90,184,C+,58.69,394,76,1265.57,14946,15
41,16.52,177.32,45.15,31.9,0.7152,5,A-,72.3,0.4311,43.11,0.5593,55.93,0.3394,33.94,Consistent Climber,0.45,45.0,60.3,0,78,185,B,62.32,283,57,941.65,14947,9
23,13.83,141.89,38.1,18.42,0.5196,2,C,50.12,0.3692,36.92,0.3971,39.71,0.3387,33.87,Deep Focus Learner,0.35,35.0,42.34,0,42,186,E,43.97,130,26,359.55,14948,10
29,14.46,148.18,40.54,29.17,0.6073,3,C+,57.26,0.3438,34.38,0.3611,36.11,0.3387,33.87,Deep Focus Learner,0.4,40.0,51.05,0,54,187,C,51.72,160,31,448.32,14949,8
41,11.56,104.92,46.87,34.12,0.6142,5,B,62.25,0.4159,41.59,0.4603,46.03,0.2381,23.81,Consistent Climber,0.6,60.0,43.18,1,98,188,C+,59.75,315,56,647.1,14950,8
31,18.1,159.01,57.44,31.43,0.7721,4,A-,74.75,0.5113,51.13,0.5899,58.99,0.378,37.8,Flexible Learner,0.55,55.0,63.52,3,66,189,A-,71.47,221,36,651.57,14951,4
55,13.3,142.57,68.73,53.79,0.897,6,A+,91.79,0.6757,67.57,0.7437,74.37,0.6098,60.98,High Achiever,0.55,55.0,79.06,1,98,190,A,88.21,404,84,1117.45,14952,1
33,9.9,89.7,46.77,23.08,0.5806,3,C,53.73,0.3413,34.13,0.3466,34.66,0.3125,31.25,Flexible Learner,0.45,45.0,36.1,2,58,191,D,45.29,208,39,386.13,14953,7
40,14.92,163.95,28.16,14.67,0.473,6,E,44.43,0.2531,25.31,0.2958,29.58,0.2353,23.53,Flexible Learner,0.15,15.0,40.19,0,90,192,D,48.93,241,50,745.95,14954,15
42,10.32,91.77,47.86,28.92,0.5975,4,B,61.75,0.4765,47.65,0.4866,48.66,0.4286,42.86,Consistent Climber,0.45,45.0,52.1,0,90,193,B,64.96,405,73,753.7,14955,6
36,9.8,93.82,50.9,35.42,0.6758,4,B,61.6,0.4882,48.82,0.5145,51.45,0.3684,36.84,Flexible Learner,0.6,60.0,52.59,0,42,194,C+,57.84,211,42,411.72,14956,6
21,15.31,147.39,36.8,25.0,0.5108,3,E,43.07,0.2805,28.05,0.3297,32.97,0.2192,21.92,Weekend Learner,0.35,35.0,37.16,1,30,195,G,36.28,164,30,459.22,14957,11
20,11.58,111.96,28.17,20.0,0.5857,2,E,41.5,0.2596,25.96,0.2069,20.69,0.3261,32.61,Fresh Starter,0.4,40.0,36.9,0,30,196,G,38.47,104,20,231.68,14958,8
36,10.81,116.51,58.71,21.15,0.6966,4,B+,68.25,0.4793,47.93,0.4865,48.65,0.4638,46.38,Consistent Climber,0.35,35.0,55.64,4,58,197,B+,65.4,217,47,508.1,14959,6
38,9.89,112.25,33.04,21.43,0.5573,4,D,49.92,0.3098,30.98,0.2931,29.31,0.3382,33.82,Flexible Learner,0.2,20.0,41.98,0,42,198,E,44.88,184,43,425.17,14960,11
24,9.68,87.74,38.77,23.68,0.5126,3,D,45.62,0.3593,35.93,0.3819,38.19,0.2174,21.74,Deep Focus Learner,0.45,45.0,37.81,0,82,199,D,49.87,167,31,300.22,14961,10
20,11.11,111.05,24.83,4.55,0.3618,3,G,25,0.1456,14.56,0.1467,14.67,0.1429,14.29,Fresh Starter,0.1,10.0,19.42,1,42,200,G,28.34,103,20,222.18,14962,9
18,14.07,153.94,31.74,7.5,0.4877,3,E,41.88,0.252,25.2,0.2708,27.08,0.2405,24.05,Weekend Learner,0.45,45.0,39.32,1,63,201,E,44.0,127,26,365.87,14963,11
26,15.23,152.85,38.79,25.42,0.5258,6,C,51.76,0.3678,36.78,0.4568,45.68,0.2903,29.03,Deep Focus Learner,0.4,40.0,43.9,0,54,202,D,49.28,174,33,502.43,14964,7
29,15.48,147.72,59.31,44.29,0.7,2,B+,67.62,0.525,52.5,0.6042,60.42,0.4519,45.19,Deep Focus Learner,0.6,60.0,64.88,2,86,203,A-,75.02,200,36,557.33,14965,4
14,12.88,134.51,15.1,9.52,0.322,2,G,25,0.1618,16.18,0.1364,13.64,0.2083,20.83,Fresh Starter,0.1,10.0,25.31,0,33,204,G,24.85,68,14,180.28,14966,9
12,11.47,141.28,36.29,14.29,0.4914,2,G,36.42,0.32,32.0,0.4167,41.67,0.2308,23.08,Fresh Starter,0.3,30.0,40.46,1,30,205,E,41.12,50,12,137.63,14967,7
19,12.3,108.63,52.87,43.75,0.6841,2,B+,68.95,0.533,53.3,0.5605,56.05,0.4545,45.45,Weekend Learner,0.4,40.0,60.96,0,88,206,A-,71.0,212,37,455.2,14968,5
32,12.29,113.12,45.39,26.53,0.6192,3,B,62.52,0.4558,45.58,0.5185,51.85,0.2642,26.42,Flexible Learner,0.6,60.0,49.46,0,66,207,C+,58.84,215,39,479.18,14969,7
19,14.95,145.0,35.1,10.26,0.6261,2,B,61.29,0.2857,28.57,0.3429,34.29,0.2041,20.41,Deep Focus Learner,0.25,25.0,45.32,1,40,208,D,48.24,119,22,328.98,14970,10
30,11.01,118.16,52.24,16.67,0.5919,3,C,53.9,0.4167,41.67,0.4694,46.94,0.3276,32.76,Deep Focus Learner,0.35,35.0,48.93,2,100,209,B,62.25,156,35,385.23,14971,7
23,10.92,96.96,33.43,18.75,0.4752,2,D,46.28,0.2811,28.11,0.3005,30.05,0.1765,17.65,Weekend Learner,0.4,40.0,29.75,0,78,210,E,41.64,217,39,425.87,14972,12
35,9.29,84.09,61.74,49.25,0.7763,5,A-,79.11,0.5749,57.49,0.5734,57.34,0.5862,58.62,Consistent Climber,0.55,55.0,62.33,2,90,211,A-,74.39,247,47,436.8,14973,3
27,13.78,144.81,22.31,5.0,0.5234,4,E,43.96,0.1973,19.73,0.2727,27.27,0.1358,13.58,Flexible Learner,0.25,25.0,29.73,0,66,212,E,40.51,147,30,413.27,14974,10
23,10.77,115.45,50.09,25.71,0.6734,2,B+,65.31,0.4725,47.25,0.5701,57.01,0.3333,33.33,Weekend Learner,0.45,45.0,56.42,0,54,213,B,60.44,182,39,419.98,14975,7
34,13.77,129.1,61.1,33.65,0.8053,4,A,80.35,0.471,47.1,0.4908,49.08,0.4375,43.75,Consistent Climber,0.65,65.0,59.39,4,86,214,A-,74.2,259,47,647.42,14976,4
42,16.84,161.29,68.05,45.21,0.8575,4,A,87.66,0.615,61.5,0.6923,69.23,0.5628,56.28,Consistent Climber,0.35,35.0,76.07,5,94,215,A,87.12,387,70,1178.48,14977,4
32,8.88,83.69,53.88,34.88,0.6422,3,B+,68.98,0.4898,48.98,0.4879,48.79,0.5,50.0,Consistent Climber,0.45,45.0,55.34,1,42,216,B,62.75,245,49,435.33,14978,4
41,10.07,91.08,57.28,37.5,0.6943,5,A-,71.33,0.5434,54.34,0.5571,55.71,0.4737,47.37,Consistent Climber,0.65,65.0,59.74,2,78,217,A-,71.23,346,64,644.77,14979,4
29,10.5,109.43,43.84,30.95,0.5438,2,C,50.86,0.3807,38.07,0.4375,43.75,0.2292,22.92,Deep Focus Learner,0.6,60.0,44.72,1,42,218,D,48.4,176,37,388.33,14980,9
19,8.78,83.66,32.84,14.29,0.4007,2,G,28.3,0.31,31.0,0.3095,30.95,0.3125,31.25,Fresh Starter,0.2,20.0,34.96,0,64,219,D,45.83,100,19,166.82,14981,11
23,12.65,108.56,40.68,26.92,0.5764,2,C,54.04,0.4,40.0,0.4509,45.09,0.125,12.5,Weekend Learner,0.25,25.0,42.81,0,42,220,E,44.58,205,34,430.13,14982,8
14,10.41,102.24,49.01,26.67,0.5322,2,G,37.9,0.4306,43.06,0.4655,46.55,0.2857,28.57,Fresh Starter,0.55,55.0,44.72,2,21,221,D,48.49,72,14,145.78,14983,4
37,12.46,119.77,73.19,47.54,0.9083,3,A+,95.4,0.6928,69.28,0.7449,74.49,0.5263,52.63,High Achiever,0.5,50.0,77.51,4,94,222,A+,90.39,319,60,747.8,14984,1
23,10.65,97.54,30.79,11.54,0.4643,2,E,42.63,0.3191,31.91,0.3318,33.18,0.2609,26.09,Weekend Learner,0.35,35.0,35.87,0,66,223,E,41.19,257,48,511.3,14985,14
28,14.16,133.19,64.63,44.44,0.7808,4,A-,73.36,0.6168,61.68,0.7113,71.13,0.4857,48.57,Deep Focus Learner,0.8,80.0,71.79,6,30,224,A-,70.77,167,30,424.68,14986,4
36,12.4,123.78,53.78,29.82,0.6286,3,C+,57.66,0.411,41.1,0.4258,42.58,0.3827,38.27,Flexible Learner,0.35,35.0,49.88,4,66,225,B,61.59,236,46,570.62,14987,9
28,8.98,86.45,39.94,38.89,0.5017,4,D,46.51,0.3988,39.88,0.4207,42.07,0.2857,28.57,Deep Focus Learner,0.5,50.0,43.65,1,42,226,D,47.76,173,35,314.4,14988,12
16,10.91,91.39,26.85,13.64,0.53,2,D,47.46,0.2283,22.83,0.2569,25.69,0.0556,5.56,Weekend Learner,0.15,15.0,27.01,1,36,227,G,32.97,127,22,240.05,14989,9
23,8.97,104.0,16.57,0.0,0.3857,3,G,25,0.1579,15.79,0.1818,18.18,0.125,12.5,Fresh Starter,0.15,15.0,25.19,0,30,228,G,25.84,95,23,206.33,14990,10
40,15.45,143.9,37.54,8.99,0.4962,4,E,44.56,0.2847,28.47,0.386,38.6,0.1452,14.52,Flexible Learner,0.25,25.0,33.12,0,54,229,E,44.09,295,52,803.28,14991,10
21,11.56,133.73,29.38,17.86,0.5288,2,D,46.89,0.2716,27.16,0.2623,26.23,0.2772,27.72,Weekend Learner,0.35,35.0,44.59,0,66,230,D,46.51,162,38,439.15,14992,12
24,17.14,171.18,55.55,29.82,0.7719,5,A-,75.62,0.4929,49.29,0.6,60.0,0.4125,41.25,Deep Focus Learner,0.6,60.0,64.34,3,54,231,B+,68.33,140,26,445.68,14993,4
24,11.89,108.76,38.29,31.67,0.5781,2,C+,57.21,0.3958,39.58,0.4184,41.84,0.2955,29.55,Weekend Learner,0.3,30.0,45.35,1,54,232,D,47.53,240,43,511.08,14994,13
39,13.76,123.46,68.92,42.72,0.8249,4,A,87.39,0.5971,59.71,0.6468,64.68,0.4583,45.83,Consistent Climber,0.6,60.0,68.64,7,98,233,A,83.69,273,47,646.65,14995,3
54,15.14,165.82,61.43,45.68,0.8015,5,A,82.8,0.581,58.1,0.6646,66.46,0.525,52.5,High Achiever,0.6,60.0,74.63,1,86,234,A,82.31,401,84,1271.58,14996,2
28,12.5,127.81,49.56,37.25,0.7199,3,B+,65.96,0.4568,45.68,0.4516,45.16,0.4638,46.38,Flexible Learner,0.6,60.0,62.29,2,54,235,B,63.87,162,32,400.03,14997,8
41,15.96,157.15,60.9,39.42,0.8048,5,A-,78.55,0.5562,55.62,0.6164,61.64,0.5124,51.24,Consistent Climber,0.55,55.0,71.04,3,78,236,A-,77.28,347,64,1021.37,14998,4
25,13.18,156.36,35.55,12.77,0.5919,2,C,51.09,0.3211,32.11,0.3571,35.71,0.3,30.0,Weekend Learner,0.35,35.0,51.86,0,66,237,C,54.8,190,44,579.85,14999,12
16,14.69,138.06,54.5,40.54,0.7075,5,B+,66.74,0.4646,46.46,0.4918,49.18,0.4211,42.11,Deep Focus Learner,0.55,55.0,59.33,3,60,238,B+,65.09,99,18,264.37,15000,5
21,12.04,116.86,31.07,19.05,0.4559,2,G,39.93,0.2586,25.86,0.28,28.0,0.2041,20.41,Weekend Learner,0.2,20.0,35.28,1,54,239,G,36.96,174,33,397.48,15001,11
29,13.6,119.34,47.31,18.87,0.5943,2,C+,55.33,0.3739,37.39,0.4038,40.38,0.303,30.3,Flexible Learner,0.3,30.0,42.18,1,30,240,D,46.59,222,38,516.62,15002,8
33,15.0,135.07,43.48,19.28,0.581,6,C+,57.17,0.3784,37.84,0.4884,48.84,0.1609,16.09,Flexible Learner,0.6,60.0,40.1,0,42,241,D,47.29,259,44,659.87,15003,8
13,17.19,173.9,7.02,4.0,0.4298,5,G,31.57,0.0714,7.14,0.0833,8.33,0.0588,5.88,Fresh Starter,0.0,0.0,17.84,0,43,242,G,20,70,13,223.43,15004,8
9,9.25,105.61,18.0,0.0,0.3018,2,G,25,0.1842,18.42,0.25,25.0,0.0,0.0,Fresh Starter,0.1,10.0,18.45,0,13,243,G,20.73,38,9,83.27,15005,7
33,11.47,106.21,54.62,38.18,0.6898,3,B,64.59,0.478,47.8,0.5188,51.88,0.3333,33.33,Deep Focus Learner,0.5,50.0,52.5,1,74,244,B,64.73,205,38,436.02,15006,7
50,11.03,114.98,57.89,40.96,0.696,5,A-,74.18,0.5585,55.85,0.6502,65.02,0.4248,42.48,Consistent Climber,0.5,50.0,63.92,0,98,245,A-,74.52,376,78,860.55,15007,4
34,21.06,203.47,49.56,26.98,0.7548,4,A-,71.51,0.4304,43.04,0.5185,51.85,0.4044,40.44,Flexible Learner,0.65,65.0,66.48,0,30,246,B,60.77,237,42,884.7,15008,4
36,11.68,114.59,52.22,35.29,0.6645,5,B+,65.46,0.4322,43.22,0.4272,42.72,0.4414,44.14,Consistent Climber,0.6,60.0,52.23,2,98,247,B,63.74,317,62,724.03,15009,8
31,11.65,108.7,49.74,32.35,0.6165,7,B,60.18,0.475,47.5,0.5338,53.38,0.3582,35.82,Flexible Learner,0.6,60.0,56.82,0,70,248,B,61.81,200,38,442.78,15010,5
15,12.2,107.68,46.11,20.0,0.5093,2,D,49.03,0.406,40.6,0.4248,42.48,0.3,30.0,Weekend Learner,0.4,40.0,46.32,1,22,249,D,47.65,133,23,280.65,15011,7
24,9.36,86.82,20.78,3.85,0.3568,2,G,25,0.2033,20.33,0.215,21.5,0.125,12.5,Fresh Starter,0.3,30.0,21.52,0,54,250,G,27.95,123,24,224.6,15012,12
45,11.6,98.18,53.17,33.04,0.6986,5,A-,71.86,0.4892,48.92,0.5177,51.77,0.3235,32.35,Consistent Climber,0.55,55.0,52.29,1,90,251,B+,67.12,464,79,916.13,15013,8
34,12.71,115.68,34.37,31.58,0.5059,3,D,46.69,0.3208,32.08,0.3289,32.89,0.3016,30.16,Flexible Learner,0.15,15.0,38.08,0,66,252,D,47.37,212,38,483.05,15014,11
28,13.09,119.34,34.45,18.37,0.5363,3,D,48.68,0.2912,29.12,0.291,29.1,0.2917,29.17,Deep Focus Learner,0.25,25.0,35.59,1,30,253,G,39.64,182,32,418.98,15015,12
43,15.7,148.5,79.55,57.8,0.9429,4,A+,94.52,0.7359,73.59,0.7949,79.49,0.6641,66.41,High Achiever,0.5,50.0,83.98,8,70,254,A+,92.49,284,51,800.93,15016,0
21,14.85,145.89,58.25,46.55,0.7933,3,A-,77.55,0.5714,57.14,0.5949,59.49,0.537,53.7,Deep Focus Learner,0.45,45.0,70.91,1,54,255,A-,72.83,133,25,371.15,15017,3
17,16.8,148.63,37.35,28.12,0.5584,2,C,51.08,0.3724,37.24,0.4245,42.45,0.3111,31.11,Weekend Learner,0.45,45.0,43.39,0,25,256,E,43.66,196,33,554.28,15018,12
50,11.86,118.92,72.54,61.02,0.8818,4,A,86.65,0.6792,67.92,0.7328,73.28,0.5726,57.26,High Achiever,0.55,55.0,76.36,5,86,257,A,88.02,371,74,877.67,15019,0
34,9.91,85.67,53.31,37.88,0.7071,4,A-,73.84,0.5623,56.23,0.5696,56.96,0.5143,51.43,Consistent Climber,0.75,75.0,61.35,0,42,258,B,64.26,265,47,465.9,15020,4
36,11.44,102.35,77.92,57.14,0.8689,5,A+,92.56,0.6929,69.29,0.7205,72.05,0.5686,56.86,High Achiever,0.85,85.0,75.81,8,94,259,A,89.64,280,50,572.1,15021,1
35,11.77,108.93,41.16,21.43,0.6331,5,B,60.55,0.3886,38.86,0.4085,40.85,0.3385,33.85,Flexible Learner,0.15,15.0,47.38,0,42,260,D,48.95,229,43,505.93,15022,7
21,9.9,96.8,32.32,14.63,0.5102,3,D,49.55,0.2743,27.43,0.305,30.5,0.1471,14.71,Weekend Learner,0.35,35.0,30.22,0,78,261,E,44.74,175,36,356.43,15023,10
39,12.7,132.2,53.77,20.83,0.7011,3,B+,67.39,0.4395,43.95,0.4925,49.25,0.3596,35.96,Flexible Learner,0.35,35.0,52.91,3,66,262,B,63.51,223,45,571.72,15024,6
22,10.07,86.38,25.82,14.63,0.43,2,G,37.46,0.2287,22.87,0.2353,23.53,0.1667,16.67,Weekend Learner,0.2,20.0,23.49,0,54,263,G,35.3,188,33,332.25,15025,12
